epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,48.0204,1.21461,0.93682,1.03098,0.90339,0.82854,0.91844,0.64867,1.01909,0.77159,0.98468,0.000524392,0.000524392,0.000524392
34,49.4709,1.1789,0.90492,1.01606,0.909,0.84087,0.9261,0.64842,1.03765,0.77304,0.9912,0.00050606,0.00050606,0.00050606
35,51.0415,1.15653,0.88515,1.02386,0.88355,0.88777,0.92826,0.6555,1.03116,0.74373,0.98898,0.000487729,0.000487729,0.000487729
36,52.4799,1.0995,0.84379,1.01234,0.92201,0.85178,0.92531,0.65883,1.01217,0.72395,0.98259,0.000469397,0.000469397,0.000469397
37,53.9139,1.15745,0.89853,1.04741,0.88253,0.86209,0.92296,0.65548,1.0292,0.73593,0.98518,0.000451066,0.000451066,0.000451066
38,55.3066,1.17166,0.94091,1.04351,0.86893,0.85938,0.9229,0.65763,1.037,0.76747,0.98369,0.000432734,0.000432734,0.000432734
39,56.7169,1.13495,0.85738,1.02155,0.89735,0.85685,0.92649,0.67111,1.01468,0.75874,0.97471,0.000414403,0.000414403,0.000414403
40,58.1563,1.11196,0.85073,0.99795,0.89208,0.87596,0.93457,0.68034,0.99876,0.71565,0.97075,0.000396071,0.000396071,0.000396071
41,59.5933,1.1008,0.82996,0.98997,0.93972,0.84721,0.94118,0.68558,0.98329,0.68777,0.96788,0.00037774,0.00037774,0.00037774
42,61.0211,1.08209,0.81816,0.98916,0.93111,0.85901,0.94541,0.68413,0.97573,0.68201,0.9655,0.000359409,0.000359409,0.000359409
43,62.4375,1.1464,0.89342,1.02678,0.93266,0.85995,0.94649,0.68616,0.9917,0.68498,0.96932,0.000341077,0.000341077,0.000341077
44,63.8653,1.10375,0.84572,1.00318,0.92641,0.89169,0.94825,0.6883,1.00239,0.68332,0.97262,0.000322745,0.000322745,0.000322745
45,65.3187,1.13168,0.83431,1.01738,0.92549,0.88803,0.94704,0.69693,0.98358,0.67748,0.96657,0.000304414,0.000304414,0.000304414
46,66.7503,1.09808,0.82928,1.0187,0.92564,0.89,0.946,0.70724,0.95677,0.66994,0.95827,0.000286083,0.000286083,0.000286083
47,68.1855,1.01214,0.79319,0.97615,0.95031,0.87637,0.94704,0.71474,0.94931,0.662,0.95561,0.000267751,0.000267751,0.000267751
48,69.5962,1.08373,0.8228,1.0089,0.92782,0.89052,0.94571,0.71506,0.94147,0.65004,0.95147,0.00024942,0.00024942,0.00024942
49,71.0384,1.09117,0.82283,0.99386,0.93892,0.87947,0.94694,0.72044,0.92577,0.64002,0.9461,0.000231088,0.000231088,0.000231088
50,72.494,1.08592,0.82565,0.98102,0.94698,0.88628,0.95023,0.71821,0.91753,0.6302,0.94303,0.000212757,0.000212757,0.000212757
51,74.9895,1.12029,0.98184,1.00143,0.94701,0.88809,0.95167,0.72015,0.9234,0.63151,0.94306,0.000194425,0.000194425,0.000194425
52,76.3996,1.07258,0.9138,1.02226,0.93116,0.88487,0.95093,0.71772,0.92647,0.64507,0.94314,0.000176094,0.000176094,0.000176094
53,77.781,1.08673,0.86333,1.02041,0.92548,0.87586,0.94858,0.7187,0.92562,0.67727,0.94242,0.000157762,0.000157762,0.000157762
54,79.1513,1.07599,0.85,0.9906,0.91639,0.8793,0.94573,0.71902,0.92121,0.71206,0.941,0.000139431,0.000139431,0.000139431
55,80.5208,1.09166,0.85371,0.99799,0.91637,0.87382,0.94201,0.71977,0.91864,0.73492,0.94135,0.000121099,0.000121099,0.000121099
56,81.9148,1.06247,0.81666,1.00468,0.9187,0.87875,0.93973,0.7172,0.91825,0.72729,0.94245,0.000102768,0.000102768,0.000102768
57,83.284,1.03271,0.8135,0.96867,0.91965,0.87678,0.93901,0.71981,0.91682,0.70443,0.9435,8.4436e-05,8.4436e-05,8.4436e-05
58,84.6406,1.1015,0.9162,1.00603,0.91151,0.87894,0.93948,0.71904,0.91836,0.69494,0.94412,6.61045e-05,6.61045e-05,6.61045e-05
59,86.0355,1.05574,0.84124,0.99571,0.91497,0.87978,0.94095,0.72116,0.91753,0.67707,0.94457,4.7773e-05,4.7773e-05,4.7773e-05
60,87.4196,1.0444,0.796,0.99658,0.92056,0.87463,0.94265,0.72178,0.91551,0.6632,0.94436,2.94415e-05,2.94415e-05,2.94415e-05
