epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.0123,1.27028,1.09083,1.03984,0.78915,0.75027,0.79264,0.55471,1.11776,0.92126,1.02884,3.333e-05,3.333e-05,3.333e-05
2,3.44254,1.25793,1.21344,1.09284,0.8716,0.70507,0.80075,0.55965,1.11276,0.92679,1.02457,7.64868e-05,7.64868e-05,7.64868e-05
3,4.94054,1.23147,1.05599,1.06268,0.82053,0.75415,0.80924,0.55556,1.12121,0.92483,1.01994,0.000118177,0.000118177,0.000118177
4,6.38919,1.19865,0.99384,1.03677,0.84776,0.75728,0.81623,0.55749,1.12325,0.97019,1.02489,0.000158401,0.000158401,0.000158401
5,7.95159,1.21506,1.01675,1.03943,0.85973,0.74617,0.82504,0.56313,1.13638,0.95485,1.03099,0.000197158,0.000197158,0.000197158
6,9.38912,1.25625,1.10778,1.09669,0.8883,0.74174,0.83051,0.56585,1.12649,0.91423,1.02689,0.000234449,0.000234449,0.000234449
7,10.814,1.18282,1.02319,1.05627,0.85175,0.74412,0.82199,0.55684,1.13863,0.91621,1.03583,0.000270273,0.000270273,0.000270273
8,12.238,1.21016,0.9923,1.05013,0.84621,0.73654,0.80829,0.55384,1.14073,0.97213,1.04086,0.000304631,0.000304631,0.000304631
9,13.6771,1.28411,1.08115,1.08536,0.83247,0.75024,0.83052,0.57415,1.12092,0.97121,1.03022,0.000337522,0.000337522,0.000337522
10,15.1114,1.21545,0.98762,1.06253,0.86006,0.74633,0.83553,0.55792,1.17797,0.93891,1.04931,0.000368946,0.000368946,0.000368946
11,16.5125,1.209,1.01296,1.07249,0.87669,0.75663,0.84867,0.58144,1.12474,0.86587,1.02711,0.000398905,0.000398905,0.000398905
12,17.9663,1.24931,1.04884,1.04774,0.87164,0.75787,0.85057,0.5503,1.2485,0.87776,1.05937,0.000427396,0.000427396,0.000427396
13,19.3765,1.23905,1.00338,1.0717,0.86885,0.76199,0.85302,0.57889,1.14438,0.86935,1.02418,0.000454421,0.000454421,0.000454421
14,20.7786,1.27283,1.05187,1.06911,0.87483,0.76929,0.8538,0.58437,1.14037,0.87392,1.02383,0.00047998,0.00047998,0.00047998
15,22.2451,1.1919,0.9652,1.05931,0.85632,0.7869,0.86522,0.57881,1.18644,0.8795,1.03047,0.000504072,0.000504072,0.000504072
16,23.6553,1.16286,0.92686,1.03841,0.86496,0.74486,0.85636,0.55935,1.21289,0.95472,1.03219,0.000526697,0.000526697,0.000526697
17,25.0624,1.21089,0.97871,1.03413,0.82648,0.73028,0.8349,0.56031,1.19243,1.04288,1.02564,0.000547856,0.000547856,0.000547856
18,26.4946,1.22666,0.98768,1.04245,0.81619,0.77299,0.84187,0.55926,1.21447,0.98865,1.03709,0.000567549,0.000567549,0.000567549
19,27.8974,1.21133,0.96828,1.04771,0.81624,0.76123,0.83843,0.5458,1.24022,1.00282,1.04827,0.000585775,0.000585775,0.000585775
20,29.3047,1.2521,0.98732,1.05855,0.84289,0.75607,0.84895,0.5758,1.18463,0.96761,1.03117,0.000602534,0.000602534,0.000602534
21,30.7099,1.18565,0.98388,1.04931,0.80185,0.7739,0.85324,0.57411,1.19871,0.94802,1.03858,0.000617827,0.000617827,0.000617827
22,32.285,1.20163,0.96248,1.03969,0.7951,0.75755,0.84083,0.57751,1.16521,0.97906,1.02772,0.000631653,0.000631653,0.000631653
23,33.6983,1.12382,0.89954,1.02885,0.79194,0.73955,0.84312,0.58019,1.15422,0.97414,1.02987,0.000644013,0.000644013,0.000644013
24,35.119,1.20428,0.99408,1.04442,0.84122,0.76382,0.85261,0.57425,1.16015,0.88239,1.03545,0.000654907,0.000654907,0.000654907
25,36.5188,1.1948,0.9419,1.04175,0.83708,0.78129,0.86477,0.56227,1.20721,0.8715,1.04713,0.000664334,0.000664334,0.000664334
26,37.9269,1.19528,0.93846,1.03203,0.8184,0.78683,0.87077,0.56936,1.17484,0.85722,1.0307,0.000652712,0.000652712,0.000652712
27,39.3521,1.17863,0.9323,1.01937,0.88824,0.7767,0.88423,0.59555,1.1197,0.81142,1.01483,0.000634381,0.000634381,0.000634381
28,40.8146,1.19052,0.90663,1.03056,0.86711,0.82769,0.89166,0.61649,1.09141,0.78794,1.00558,0.000616049,0.000616049,0.000616049
29,42.2603,1.16149,0.92626,1.01395,0.88207,0.81603,0.89302,0.60079,1.1553,0.78684,1.02823,0.000597718,0.000597718,0.000597718
30,43.7358,1.19271,0.94096,1.01979,0.87507,0.83561,0.89916,0.60761,1.14992,0.77405,1.02445,0.000579386,0.000579386,0.000579386
31,45.1439,1.21263,0.92072,1.03661,0.90872,0.82011,0.90742,0.63891,1.05926,0.74624,0.9935,0.000561055,0.000561055,0.000561055
32,46.5783,1.18223,0.91646,1.03752,0.87815,0.84636,0.91367,0.64247,1.03201,0.7475,0.98639,0.000542723,0.000542723,0.000542723
