epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.54744,1.361,1.27942,1.07355,0.43722,0.40821,0.41348,0.20703,1.74446,1.89042,1.36316,2.222e-05,2.222e-05,2.222e-05
2,2.43669,1.30969,1.16988,1.07148,0.40769,0.46455,0.41838,0.20993,1.73949,1.87395,1.36072,5.46334e-05,5.46334e-05,5.46334e-05
3,3.38965,1.33546,1.20305,1.07544,0.42204,0.44648,0.41882,0.21388,1.72203,1.82676,1.34524,8.5947e-05,8.5947e-05,8.5947e-05
4,4.36373,1.24054,1.13024,1.05748,0.41369,0.45756,0.41111,0.21015,1.67348,1.85155,1.29814,0.000116161,0.000116161,0.000116161
5,5.29538,1.19568,1.10587,1.03472,0.44136,0.43737,0.41706,0.21804,1.68112,1.85583,1.31012,0.000145274,0.000145274,0.000145274
6,6.35423,1.24338,1.10748,1.05764,0.43262,0.45127,0.41689,0.21265,1.66812,1.82102,1.31944,0.000173288,0.000173288,0.000173288
7,7.27668,1.22708,1.05113,1.02066,0.64077,0.41683,0.41201,0.21179,1.67845,1.9167,1.32797,0.000200202,0.000200202,0.000200202
8,8.20798,1.2766,1.04276,1.06339,0.62989,0.43228,0.40483,0.20999,1.68644,1.96963,1.32993,0.000226016,0.000226016,0.000226016
9,9.12615,1.24888,1.069,1.05101,0.65099,0.40085,0.39592,0.20443,1.70833,2.09736,1.33557,0.00025073,0.00025073,0.00025073
10,10.0113,1.24938,1.05811,1.04749,0.60706,0.43433,0.40567,0.2075,1.71446,1.98956,1.34926,0.000274345,0.000274345,0.000274345
11,10.9762,1.21493,1.02831,1.01767,0.62896,0.40439,0.4041,0.20883,1.75654,1.89233,1.3814,0.000296859,0.000296859,0.000296859
12,11.849,1.21247,1.06641,1.04868,0.67663,0.38394,0.40174,0.20635,1.77831,1.91225,1.39741,0.000318274,0.000318274,0.000318274
13,12.7862,1.14781,0.96407,1.00222,0.42158,0.38153,0.36797,0.18535,1.81069,2.01127,1.42473,0.000338588,0.000338588,0.000338588
14,13.6767,1.22595,1.0798,1.02482,0.41534,0.38645,0.35839,0.18349,1.80347,2.04445,1.42394,0.000357803,0.000357803,0.000357803
15,14.55,1.25928,1.0528,1.06154,0.43833,0.36418,0.36476,0.18442,1.80561,2.04397,1.43721,0.000375918,0.000375918,0.000375918
16,15.4299,1.23959,1.03449,1.07402,0.43182,0.38196,0.38018,0.19288,1.84968,2.00501,1.46942,0.000392933,0.000392933,0.000392933
17,16.2963,1.17009,1.0525,1.05315,0.40314,0.39475,0.38567,0.1898,1.76962,1.90726,1.41481,0.000408848,0.000408848,0.000408848
18,17.1621,1.21104,1.03851,1.03805,0.45877,0.3817,0.38488,0.18642,1.7304,1.88651,1.37342,0.000423663,0.000423663,0.000423663
19,18.0486,1.22889,1.05171,1.02109,0.51149,0.35806,0.39381,0.1921,1.72054,1.83437,1.36556,0.000437378,0.000437378,0.000437378
20,18.9265,1.22056,1.01147,1.03638,0.49402,0.37907,0.39907,0.19358,1.73985,1.83065,1.38629,0.000449994,0.000449994,0.000449994
21,19.802,1.25495,1.00203,1.02323,0.45397,0.38781,0.40134,0.19274,1.73313,1.86715,1.38512,0.000461509,0.000461509,0.000461509
22,20.6908,1.26756,1.09129,1.06067,0.44968,0.43112,0.40886,0.20065,1.72742,1.88258,1.38026,0.000471925,0.000471925,0.000471925
23,21.5853,1.20358,1.01943,1.02554,0.45121,0.44315,0.42878,0.20788,1.72777,1.82822,1.3837,0.000481241,0.000481241,0.000481241
24,22.4671,1.21244,0.97529,0.99358,0.67226,0.44622,0.42911,0.21334,1.72268,1.78334,1.369,0.000489457,0.000489457,0.000489457
25,23.3369,1.19436,0.99601,1.03932,0.6646,0.41878,0.42979,0.21404,1.75604,1.81558,1.38672,0.000496573,0.000496573,0.000496573
26,24.3957,1.23443,1.00907,1.06764,0.62003,0.45019,0.41964,0.20839,1.76203,1.85768,1.38305,0.000502589,0.000502589,0.000502589
27,25.2995,1.19585,0.97562,1.04081,0.61984,0.40047,0.4113,0.2114,1.73069,1.86534,1.35538,0.000507505,0.000507505,0.000507505
28,26.2152,1.19879,0.94743,1.00657,0.59606,0.4033,0.404,0.20302,1.70476,1.87127,1.3281,0.000511321,0.000511321,0.000511321
29,27.1006,1.17438,0.92836,1.02218,0.59606,0.4033,0.404,0.20302,1.70476,1.87127,1.3281,0.000514037,0.000514037,0.000514037
30,27.9899,1.25558,0.9883,1.02389,0.65004,0.37271,0.39874,0.19827,1.70382,1.91798,1.32344,0.000515654,0.000515654,0.000515654
31,28.8638,1.16958,0.94321,1.03941,0.66987,0.37974,0.40078,0.19752,1.76664,1.97484,1.36184,0.000516171,0.000516171,0.000516171
32,29.7413,1.28543,1.01667,1.06644,0.66177,0.37836,0.40077,0.1997,1.78373,1.98748,1.36648,0.000515587,0.000515587,0.000515587
33,30.5943,1.14484,0.95785,1.03352,0.66177,0.37836,0.40077,0.1997,1.78373,1.98748,1.36648,0.000513904,0.000513904,0.000513904
34,31.4773,1.14372,0.93065,0.99325,0.68079,0.35574,0.38918,0.19885,1.72824,1.96494,1.33155,0.00050606,0.00050606,0.00050606
35,32.3886,1.16133,0.92143,1.02224,0.64633,0.38944,0.38886,0.20104,1.70179,1.92345,1.30711,0.000487729,0.000487729,0.000487729
36,33.2826,1.25037,0.99624,1.02193,0.44266,0.38604,0.39158,0.20407,1.70806,1.9609,1.31179,0.000469397,0.000469397,0.000469397
37,34.1612,1.16725,0.94419,1.01752,0.44266,0.38604,0.39158,0.20407,1.70806,1.9609,1.31179,0.000451066,0.000451066,0.000451066
38,35.052,1.16749,0.92916,1.01449,0.43917,0.44,0.40121,0.21561,1.7525,1.99184,1.34425,0.000432734,0.000432734,0.000432734
39,35.9427,1.15773,0.93118,1.01393,0.45104,0.4351,0.41437,0.22231,1.76573,1.94336,1.35877,0.000414403,0.000414403,0.000414403
40,36.8708,1.1845,0.93637,1.01216,0.45038,0.4498,0.42949,0.23635,1.71038,1.84694,1.3302,0.000396071,0.000396071,0.000396071
41,37.7758,1.13967,0.90162,0.99513,0.45038,0.4498,0.42949,0.23635,1.71038,1.84694,1.3302,0.00037774,0.00037774,0.00037774
42,38.6934,1.16388,0.91699,1.0033,0.49934,0.41222,0.43861,0.23856,1.6873,1.80792,1.32498,0.000359409,0.000359409,0.000359409
43,39.7011,1.12721,0.89526,1.00054,0.54843,0.37243,0.43266,0.24059,1.69374,1.80476,1.33851,0.000341077,0.000341077,0.000341077
44,40.6029,1.093,0.84581,0.99275,0.53654,0.38695,0.41971,0.22732,1.72599,1.85303,1.36126,0.000322745,0.000322745,0.000322745
45,41.479,1.09932,0.87486,1.01133,0.53654,0.38695,0.41971,0.22732,1.72599,1.85303,1.36126,0.000304414,0.000304414,0.000304414
46,42.3887,1.10837,0.85069,0.99601,0.51771,0.39363,0.41078,0.21753,1.73682,1.91464,1.36859,0.000286083,0.000286083,0.000286083
47,43.2608,1.10581,0.86306,0.99958,0.52355,0.38463,0.406,0.21598,1.7074,1.93502,1.34583,0.000267751,0.000267751,0.000267751
48,44.1545,1.03865,0.83885,0.99227,0.51121,0.39342,0.40342,0.21304,1.6718,1.92194,1.31939,0.00024942,0.00024942,0.00024942
49,45.0499,1.09389,0.86649,0.98557,0.51121,0.39342,0.40342,0.21304,1.6718,1.92194,1.31939,0.000231088,0.000231088,0.000231088
50,45.9485,1.08333,0.84571,0.98659,0.48013,0.39557,0.40436,0.21544,1.67133,1.91384,1.32094,0.000212757,0.000212757,0.000212757
51,47.7944,1.18694,1.08691,1.02536,0.45805,0.40702,0.40301,0.21365,1.68482,1.91241,1.33056,0.000194425,0.000194425,0.000194425
52,48.6848,1.08767,0.9705,0.9827,0.42879,0.43652,0.40368,0.21831,1.69438,1.92285,1.34145,0.000176094,0.000176094,0.000176094
53,49.5281,1.07503,0.93914,0.99417,0.42879,0.43652,0.40368,0.21831,1.69438,1.92285,1.34145,0.000157762,0.000157762,0.000157762
54,50.3954,1.09381,0.92963,1.01476,0.43895,0.41445,0.40949,0.22262,1.69934,1.94756,1.34914,0.000139431,0.000139431,0.000139431
55,51.2501,1.04801,0.83274,1.00978,0.46232,0.40416,0.4071,0.2209,1.69786,1.95641,1.35197,0.000121099,0.000121099,0.000121099
56,52.1112,1.08169,0.88368,1.00482,0.45058,0.40975,0.40878,0.22062,1.69692,1.96712,1.35483,0.000102768,0.000102768,0.000102768
57,52.9512,1.05693,0.86919,1.00263,0.45058,0.40975,0.40878,0.22062,1.69692,1.96712,1.35483,8.4436e-05,8.4436e-05,8.4436e-05
58,53.8036,1.07298,0.85464,0.99705,0.45429,0.40453,0.41213,0.22603,1.69528,1.952,1.35519,6.61045e-05,6.61045e-05,6.61045e-05
59,54.6503,1.08345,0.91769,1.0099,0.45393,0.40687,0.41663,0.22658,1.69141,1.93422,1.35593,4.7773e-05,4.7773e-05,4.7773e-05
60,55.5115,1.21818,1.03044,1.00558,0.44507,0.40114,0.42103,0.22797,1.69444,1.90586,1.36091,2.94415e-05,2.94415e-05,2.94415e-05
