epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,77.9452,1.11226,0.81931,0.9732,0.90501,0.87249,0.93468,0.67113,1.00585,0.72387,0.95529,0.000707707,0.000707707,0.000707707
24,80.8438,1.0268,0.79891,0.97162,0.91837,0.87596,0.93816,0.6691,1.02484,0.68021,0.96829,0.000689376,0.000689376,0.000689376
25,84.528,1.06088,0.79784,0.96584,0.93141,0.84606,0.93697,0.6982,0.94515,0.64724,0.94636,0.000671044,0.000671044,0.000671044
26,88.106,1.05256,0.77655,0.97057,0.89235,0.9018,0.94269,0.69524,0.97689,0.66487,0.95562,0.000652712,0.000652712,0.000652712
27,91.659,1.0888,0.83018,1.00025,0.90922,0.89516,0.94527,0.70198,0.94893,0.66229,0.94685,0.000634381,0.000634381,0.000634381
28,95.1563,1.03407,0.78858,0.99399,0.92375,0.86906,0.94111,0.69699,0.94021,0.6516,0.9485,0.000616049,0.000616049,0.000616049
29,98.5591,1.06213,0.78471,0.97602,0.90414,0.88315,0.94327,0.70745,0.95603,0.65971,0.95526,0.000597718,0.000597718,0.000597718
30,102.29,1.02228,0.78427,0.98089,0.9178,0.88127,0.94643,0.71366,0.93663,0.6373,0.94572,0.000579386,0.000579386,0.000579386
31,105.941,1.04037,0.76112,0.97561,0.9285,0.87905,0.94944,0.71516,0.93835,0.62447,0.9449,0.000561055,0.000561055,0.000561055
32,109.465,1.01011,0.75045,0.95316,0.93565,0.88014,0.95351,0.72012,0.91469,0.61654,0.93737,0.000542723,0.000542723,0.000542723
33,112.862,1.0653,0.78499,0.98667,0.9083,0.90471,0.95228,0.72892,0.90056,0.61225,0.93208,0.000524392,0.000524392,0.000524392
34,116.365,1.02313,0.75001,0.96074,0.94662,0.88154,0.95079,0.72416,0.92231,0.61639,0.93625,0.00050606,0.00050606,0.00050606
35,119.812,1.01157,0.75489,0.97117,0.94495,0.88915,0.95251,0.72878,0.90821,0.60859,0.93469,0.000487729,0.000487729,0.000487729
36,123.413,1.03028,0.79506,0.99488,0.94114,0.89066,0.95315,0.73155,0.90143,0.62503,0.9344,0.000469397,0.000469397,0.000469397
37,126.884,0.98854,0.74566,0.98404,0.9367,0.88917,0.95307,0.72623,0.90602,0.62759,0.93437,0.000451066,0.000451066,0.000451066
38,130.417,0.96165,0.72782,0.95148,0.94637,0.88612,0.9561,0.73719,0.88206,0.60124,0.928,0.000432734,0.000432734,0.000432734
39,133.939,0.95033,0.71282,0.95872,0.95265,0.88531,0.96072,0.74135,0.86735,0.58993,0.92529,0.000414403,0.000414403,0.000414403
40,136.905,0.99538,0.72067,0.95453,0.95035,0.90737,0.96953,0.73864,0.86822,0.57808,0.92076,0.000396071,0.000396071,0.000396071
41,140.713,1.00036,0.73019,0.96212,0.94256,0.92714,0.97129,0.73254,0.88489,0.58035,0.92342,0.00037774,0.00037774,0.00037774
42,144.566,0.98161,0.74174,0.95644,0.95436,0.92451,0.97494,0.74528,0.87767,0.59764,0.92102,0.000359409,0.000359409,0.000359409
43,147.694,0.98223,0.72332,0.9525,0.9469,0.91648,0.97311,0.74959,0.86578,0.59877,0.91877,0.000341077,0.000341077,0.000341077
44,151.351,0.95025,0.72773,0.94564,0.96003,0.90747,0.9765,0.76231,0.84902,0.57055,0.91964,0.000322745,0.000322745,0.000322745
45,155.016,0.93316,0.69523,0.95135,0.96229,0.91084,0.9777,0.76039,0.84644,0.57835,0.92017,0.000304414,0.000304414,0.000304414
46,158.544,0.94676,0.70734,0.95691,0.96377,0.91731,0.98035,0.76945,0.8156,0.57936,0.90884,0.000286083,0.000286083,0.000286083
47,162.069,0.93222,0.70446,0.95182,0.95931,0.91847,0.98037,0.77435,0.79996,0.5617,0.90325,0.000267751,0.000267751,0.000267751
48,165.491,0.94083,0.71475,0.95905,0.95746,0.93843,0.98141,0.77665,0.79613,0.55252,0.89996,0.00024942,0.00024942,0.00024942
49,169.021,0.94167,0.69845,0.94627,0.94739,0.9531,0.98054,0.78249,0.79027,0.56587,0.89761,0.000231088,0.000231088,0.000231088
50,172,0.92924,0.70355,0.94613,0.96697,0.93113,0.9795,0.779,0.78013,0.55219,0.89559,0.000212757,0.000212757,0.000212757
51,177.337,0.98813,0.77451,0.96797,0.9679,0.93356,0.97978,0.78146,0.77841,0.54249,0.89575,0.000194425,0.000194425,0.000194425
52,180.742,0.96052,0.73222,0.95562,0.95385,0.94152,0.97796,0.77657,0.78853,0.5425,0.89944,0.000176094,0.000176094,0.000176094
53,184.128,0.96168,0.76779,0.98601,0.95395,0.9418,0.978,0.77159,0.79898,0.54616,0.90213,0.000157762,0.000157762,0.000157762
54,187.528,0.92686,0.70783,0.95111,0.95633,0.9412,0.97747,0.77669,0.78116,0.53976,0.89902,0.000139431,0.000139431,0.000139431
55,191.015,0.86499,0.66287,0.93573,0.9541,0.94286,0.97705,0.78042,0.77113,0.53512,0.89747,0.000121099,0.000121099,0.000121099
56,194.4,0.89401,0.68375,0.96113,0.95405,0.93747,0.97805,0.78667,0.76546,0.53108,0.89666,0.000102768,0.000102768,0.000102768
57,198.125,0.85515,0.64892,0.93449,0.95388,0.94028,0.97876,0.78641,0.76554,0.53081,0.89668,8.4436e-05,8.4436e-05,8.4436e-05
58,201.514,0.85178,0.62886,0.92323,0.9542,0.94081,0.98107,0.78745,0.76345,0.52981,0.89512,6.61045e-05,6.61045e-05,6.61045e-05
59,205.085,0.89826,0.64954,0.93693,0.95505,0.94119,0.98084,0.7875,0.7605,0.52767,0.89407,4.7773e-05,4.7773e-05,4.7773e-05
60,209.173,0.85504,0.65026,0.93142,0.95819,0.94079,0.98051,0.78911,0.75582,0.52464,0.89266,2.94415e-05,2.94415e-05,2.94415e-05
