epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,263.751,0.9418,0.71878,0.94779,0.94243,0.91621,0.97298,0.76943,0.78855,0.53443,0.90042,0.000359409,0.000359409,0.000359409
43,271.471,0.95846,0.73024,0.95535,0.95224,0.90743,0.97128,0.77386,0.77973,0.53321,0.89802,0.000341077,0.000341077,0.000341077
44,279.999,0.94173,0.72125,0.96698,0.95703,0.90934,0.97483,0.77439,0.77117,0.53343,0.89705,0.000322745,0.000322745,0.000322745
45,287.541,1.01562,0.76268,0.97254,0.95265,0.90894,0.97627,0.77793,0.77401,0.5336,0.89801,0.000304414,0.000304414,0.000304414
46,294.674,0.92367,0.74044,0.98014,0.94533,0.93823,0.97669,0.77354,0.77956,0.53022,0.89714,0.000286083,0.000286083,0.000286083
47,301.645,0.90428,0.68488,0.95171,0.93562,0.94879,0.97793,0.78145,0.77349,0.52201,0.89404,0.000267751,0.000267751,0.000267751
48,307.718,0.94316,0.70103,0.95393,0.93844,0.94548,0.97817,0.78106,0.76678,0.52178,0.89236,0.00024942,0.00024942,0.00024942
49,315.514,0.99048,0.72677,0.95498,0.95446,0.92847,0.97891,0.78249,0.76524,0.5236,0.89344,0.000231088,0.000231088,0.000231088
50,322.793,0.91186,0.69844,0.94605,0.95261,0.93253,0.97895,0.77903,0.76874,0.52105,0.89351,0.000212757,0.000212757,0.000212757
51,329.939,0.96192,0.7832,0.94065,0.95212,0.93023,0.97835,0.76967,0.77803,0.53018,0.89482,0.000194425,0.000194425,0.000194425
52,337.228,0.90664,0.74006,0.9433,0.95966,0.92015,0.97799,0.7686,0.78253,0.53468,0.89513,0.000176094,0.000176094,0.000176094
53,342.89,0.97986,0.94687,0.94121,0.94573,0.92011,0.977,0.76557,0.79031,0.54179,0.89689,0.000157762,0.000157762,0.000157762
54,351.986,0.92542,0.67615,0.94465,0.92127,0.9441,0.97687,0.76968,0.77958,0.53482,0.89443,0.000139431,0.000139431,0.000139431
55,357.179,0.89271,0.7226,0.93599,0.94406,0.92109,0.97647,0.76989,0.77985,0.53282,0.89531,0.000121099,0.000121099,0.000121099
56,362.892,0.93163,0.74958,0.94644,0.9405,0.93233,0.97603,0.77183,0.77862,0.52788,0.89562,0.000102768,0.000102768,0.000102768
57,369.675,0.92262,0.70919,0.94043,0.9505,0.92675,0.97633,0.77277,0.77518,0.52543,0.89481,8.4436e-05,8.4436e-05,8.4436e-05
58,377.514,0.91089,0.69391,0.93524,0.95263,0.92484,0.97804,0.77758,0.76838,0.52103,0.8929,6.61045e-05,6.61045e-05,6.61045e-05
59,384.634,0.87066,0.66172,0.93929,0.95119,0.92431,0.97758,0.7768,0.76737,0.51801,0.89257,4.7773e-05,4.7773e-05,4.7773e-05
60,390.926,0.91456,0.65293,0.93803,0.9306,0.95444,0.97901,0.77958,0.7613,0.51486,0.89073,2.94415e-05,2.94415e-05,2.94415e-05
