epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,41.307,1.06617,0.89561,0.95775,0.92253,0.84486,0.92204,0.64105,1.02118,0.7606,0.93333,0.000249008,0.000249008,0.000249008
48,42.1847,1.1513,0.90912,0.97998,0.9334,0.86011,0.92771,0.66682,0.97606,0.74408,0.92506,0.000236949,0.000236949,0.000236949
49,43.0546,1.08193,0.90035,0.96994,0.9334,0.86011,0.92771,0.66682,0.97606,0.74408,0.92506,0.000224155,0.000224155,0.000224155
50,43.9181,1.09132,0.89368,0.95129,0.92937,0.87098,0.92979,0.6768,0.965,0.72902,0.92314,0.000210629,0.000210629,0.000210629
51,45.8529,1.18335,1.11577,1.0045,0.92937,0.87098,0.92979,0.6768,0.965,0.72902,0.92314,0.000194425,0.000194425,0.000194425
52,46.7929,1.12168,1.03511,0.98995,0.92822,0.87931,0.92788,0.6757,0.95992,0.72352,0.92155,0.000176094,0.000176094,0.000176094
53,47.6552,1.10527,1.0226,0.9761,0.92822,0.87931,0.92788,0.6757,0.95992,0.72352,0.92155,0.000157762,0.000157762,0.000157762
54,48.5396,1.14778,0.98115,0.98329,0.91868,0.87578,0.92617,0.676,0.9581,0.7371,0.92043,0.000139431,0.000139431,0.000139431
55,49.3443,1.13823,1.00413,0.97576,0.91868,0.87578,0.92617,0.676,0.9581,0.7371,0.92043,0.000121099,0.000121099,0.000121099
56,50.1741,1.08935,0.98018,0.96039,0.9133,0.86584,0.92488,0.67598,0.95751,0.76032,0.92041,0.000102768,0.000102768,0.000102768
57,51.0494,1.13487,0.985,0.99889,0.9133,0.86584,0.92488,0.67598,0.95751,0.76032,0.92041,8.4436e-05,8.4436e-05,8.4436e-05
58,52.166,1.1362,1.00092,0.98776,0.93833,0.87063,0.92577,0.67414,0.95984,0.77566,0.92159,6.61045e-05,6.61045e-05,6.61045e-05
59,52.9869,1.08869,0.95897,0.96947,0.93833,0.87063,0.92577,0.67414,0.95984,0.77566,0.92159,4.7773e-05,4.7773e-05,4.7773e-05
60,53.812,1.11643,0.94328,0.99239,0.93543,0.86669,0.92473,0.67245,0.96129,0.77531,0.92206,2.94415e-05,2.94415e-05,2.94415e-05
