epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,14.8715,1.286,1.7065,1.11759,0.62672,0.36801,0.44228,0.29264,1.21594,2.26564,1.0586,0.000369239,0.000369239,0.000369239
40,15.2115,1.29624,1.61639,0.99145,0.62672,0.36801,0.44228,0.29264,1.21594,2.26564,1.0586,0.000377526,0.000377526,0.000377526
41,15.5568,1.38445,1.5513,0.98908,0.59775,0.37773,0.461,0.30805,1.19569,2.17942,1.04701,0.000385739,0.000385739,0.000385739
42,16.0467,1.37149,1.49843,1.0349,0.59775,0.37773,0.461,0.30805,1.19569,2.17942,1.04701,0.000393879,0.000393879,0.000393879
43,16.4193,1.27637,1.45248,0.99033,0.58142,0.41799,0.50415,0.34017,1.17858,2.01757,1.03509,0.000401946,0.000401946,0.000401946
44,16.7818,1.29362,1.66235,0.98219,0.58142,0.41799,0.50415,0.34017,1.17858,2.01757,1.03509,0.00040994,0.00040994,0.00040994
45,17.1547,1.19365,1.4633,1.01974,0.62675,0.48942,0.53982,0.37286,1.2109,1.81687,1.03743,0.00041786,0.00041786,0.00041786
46,17.5097,1.4772,1.55371,1.13876,0.62675,0.48942,0.53982,0.37286,1.2109,1.81687,1.03743,0.000425707,0.000425707,0.000425707
47,17.9048,1.26453,1.50747,1.00862,0.66667,0.52915,0.56865,0.39256,1.1791,1.67377,1.02842,0.000433481,0.000433481,0.000433481
48,18.2523,1.30036,1.4757,1.02121,0.66667,0.52915,0.56865,0.39256,1.1791,1.67377,1.02842,0.000441181,0.000441181,0.000441181
49,18.6169,1.26561,1.61398,1.13331,0.6705,0.57044,0.55977,0.39793,1.13075,1.63498,1.01957,0.000448808,0.000448808,0.000448808
50,18.9935,1.32954,1.46976,1.04393,0.6705,0.57044,0.55977,0.39793,1.13075,1.63498,1.01957,0.000456362,0.000456362,0.000456362
51,19.3769,1.47916,1.73643,1.03511,0.69329,0.52845,0.58923,0.40417,1.16839,1.62215,1.03255,0.000463843,0.000463843,0.000463843
52,19.7342,1.0255,1.26526,1.00501,0.69329,0.52845,0.58923,0.40417,1.16839,1.62215,1.03255,0.00047125,0.00047125,0.00047125
53,20.1053,1.31291,1.44161,0.97942,0.69329,0.52845,0.58923,0.40417,1.16839,1.62215,1.03255,0.000478583,0.000478583,0.000478583
54,20.4898,1.33082,1.46666,1.0599,0.70419,0.56182,0.63569,0.42387,1.2234,1.59907,1.04755,0.000485844,0.000485844,0.000485844
55,20.8569,1.25059,1.28621,1.11739,0.70419,0.56182,0.63569,0.42387,1.2234,1.59907,1.04755,0.000493031,0.000493031,0.000493031
56,21.2113,1.12437,1.21732,0.97522,0.70419,0.56182,0.63569,0.42387,1.2234,1.59907,1.04755,0.000500144,0.000500144,0.000500144
57,21.5786,1.21221,1.40458,0.99172,0.68187,0.68061,0.66587,0.44537,1.2248,1.57672,1.04778,0.000507185,0.000507185,0.000507185
58,21.95,1.35702,1.48113,0.98222,0.68187,0.68061,0.66587,0.44537,1.2248,1.57672,1.04778,0.000514152,0.000514152,0.000514152
59,22.4196,1.09188,1.38734,1.02721,0.68187,0.68061,0.66587,0.44537,1.2248,1.57672,1.04778,0.000521046,0.000521046,0.000521046
60,22.7894,1.15814,1.24412,0.98003,0.66887,0.68665,0.70016,0.47361,1.18101,1.52547,1.02866,0.000527866,0.000527866,0.000527866
61,23.1522,1.14295,1.10902,1.01593,0.66887,0.68665,0.70016,0.47361,1.18101,1.52547,1.02866,0.000534613,0.000534613,0.000534613
62,23.5008,1.09679,1.19314,1.05942,0.66887,0.68665,0.70016,0.47361,1.18101,1.52547,1.02866,0.000541287,0.000541287,0.000541287
63,23.8859,1.19229,1.29015,1.01378,0.7036,0.73226,0.7571,0.5304,1.09087,1.43211,0.9909,0.000547887,0.000547887,0.000547887
64,24.2605,1.17918,1.14582,0.97492,0.7036,0.73226,0.7571,0.5304,1.09087,1.43211,0.9909,0.000554415,0.000554415,0.000554415
65,24.6281,1.38783,1.36403,0.99863,0.7036,0.73226,0.7571,0.5304,1.09087,1.43211,0.9909,0.000560868,0.000560868,0.000560868
66,25.0171,1.1674,1.3369,0.95961,0.76116,0.74194,0.78714,0.55675,1.06482,1.3139,0.97484,0.000567249,0.000567249,0.000567249
67,25.3895,1.11876,1.16434,0.9815,0.76116,0.74194,0.78714,0.55675,1.06482,1.3139,0.97484,0.000573556,0.000573556,0.000573556
68,25.7637,1.16212,1.18063,0.94731,0.76116,0.74194,0.78714,0.55675,1.06482,1.3139,0.97484,0.00057979,0.00057979,0.00057979
69,26.1377,1.06608,1.22635,1.00639,0.79058,0.74915,0.8052,0.56567,1.06774,1.24961,0.96969,0.00058595,0.00058595,0.00058595
70,26.5045,1.26832,1.3518,0.99162,0.79058,0.74915,0.8052,0.56567,1.06774,1.24961,0.96969,0.000592037,0.000592037,0.000592037
71,26.8682,1.21053,1.19851,0.96366,0.79058,0.74915,0.8052,0.56567,1.06774,1.24961,0.96969,0.000598051,0.000598051,0.000598051
72,27.2372,1.07074,1.16763,0.98967,0.70244,0.73161,0.79827,0.52903,1.09031,1.21927,0.97521,0.000603992,0.000603992,0.000603992
73,27.5703,1.10178,1.41975,1.04208,0.70244,0.73161,0.79827,0.52903,1.09031,1.21927,0.97521,0.000609859,0.000609859,0.000609859
74,27.9184,1.02378,1.16892,0.94639,0.70244,0.73161,0.79827,0.52903,1.09031,1.21927,0.97521,0.000615653,0.000615653,0.000615653
75,28.379,1.13679,1.22954,1.0441,0.68346,0.68566,0.78101,0.53211,1.07315,1.21856,0.96897,0.000621373,0.000621373,0.000621373
76,28.7388,1.24088,1.28208,1.02873,0.68346,0.68566,0.78101,0.53211,1.07315,1.21856,0.96897,0.000627021,0.000627021,0.000627021
77,29.0859,1.06818,1.02931,0.95141,0.68346,0.68566,0.78101,0.53211,1.07315,1.21856,0.96897,0.000632595,0.000632595,0.000632595
78,29.4391,0.93524,1.21626,1.00715,0.72181,0.77105,0.76522,0.54903,1.0123,1.24862,0.95362,0.000638095,0.000638095,0.000638095
79,29.7725,1.14768,1.06125,0.96147,0.72181,0.77105,0.76522,0.54903,1.0123,1.24862,0.95362,0.000643522,0.000643522,0.000643522
80,30.1135,1.23637,1.39049,0.94411,0.72181,0.77105,0.76522,0.54903,1.0123,1.24862,0.95362,0.000648876,0.000648876,0.000648876
81,30.4599,1.1122,1.25065,0.98415,0.72943,0.73848,0.80066,0.58548,0.9583,1.27174,0.94152,0.000654157,0.000654157,0.000654157
82,30.8677,1.09422,1.07407,0.9842,0.72943,0.73848,0.80066,0.58548,0.9583,1.27174,0.94152,0.000659364,0.000659364,0.000659364
83,31.2249,1.10745,1.09024,1.00627,0.72943,0.73848,0.80066,0.58548,0.9583,1.27174,0.94152,0.000664498,0.000664498,0.000664498
84,31.6046,1.23462,1.30633,1.01738,0.68716,0.76238,0.81921,0.59283,0.98901,1.26507,0.95044,0.000669559,0.000669559,0.000669559
85,31.9629,0.94836,1.02083,0.95141,0.68716,0.76238,0.81921,0.59283,0.98901,1.26507,0.95044,0.000674546,0.000674546,0.000674546
86,32.3193,1.08632,1.09928,0.95332,0.68716,0.76238,0.81921,0.59283,0.98901,1.26507,0.95044,0.00067946,0.00067946,0.00067946
87,32.6702,1.03205,1.06518,1.00595,0.68716,0.76238,0.81921,0.59283,0.98901,1.26507,0.95044,0.0006843,0.0006843,0.0006843
88,33.0402,1.06385,1.03377,0.96025,0.7032,0.80604,0.8415,0.60678,0.96935,1.19975,0.94736,0.000689068,0.000689068,0.000689068
89,33.3972,0.99174,1.01652,0.93951,0.7032,0.80604,0.8415,0.60678,0.96935,1.19975,0.94736,0.000693762,0.000693762,0.000693762
90,33.7679,1.07181,1.01639,0.94205,0.7032,0.80604,0.8415,0.60678,0.96935,1.19975,0.94736,0.000698382,0.000698382,0.000698382
91,34.2368,1.14861,1.08096,0.99603,0.7032,0.80604,0.8415,0.60678,0.96935,1.19975,0.94736,0.00070293,0.00070293,0.00070293
92,34.6139,1.06697,1.03483,0.9453,0.76302,0.75422,0.85256,0.62744,0.97181,1.18564,0.94419,0.000707404,0.000707404,0.000707404
93,34.9767,1.07678,1.11797,0.96012,0.76302,0.75422,0.85256,0.62744,0.97181,1.18564,0.94419,0.000711804,0.000711804,0.000711804
94,35.3465,0.97871,0.98963,0.98405,0.76302,0.75422,0.85256,0.62744,0.97181,1.18564,0.94419,0.000716132,0.000716132,0.000716132
95,35.7328,1.08533,1.06855,0.93161,0.76302,0.75422,0.85256,0.62744,0.97181,1.18564,0.94419,0.000720386,0.000720386,0.000720386
96,36.1186,1.12767,1.19605,0.99097,0.77537,0.72545,0.85238,0.62809,0.96538,1.17214,0.93789,0.000724566,0.000724566,0.000724566
97,36.4767,1.01944,1.03414,0.92033,0.77537,0.72545,0.85238,0.62809,0.96538,1.17214,0.93789,0.000728674,0.000728674,0.000728674
98,36.8475,1.03973,1.10536,0.93666,0.77537,0.72545,0.85238,0.62809,0.96538,1.17214,0.93789,0.000732708,0.000732708,0.000732708
99,37.2111,1.07209,1.16339,0.98358,0.77537,0.72545,0.85238,0.62809,0.96538,1.17214,0.93789,0.000736669,0.000736669,0.000736669
100,37.5849,1.02583,1.12724,0.98587,0.87889,0.72315,0.89325,0.68463,0.91954,1.04361,0.92103,0.000740556,0.000740556,0.000740556
101,37.9506,0.86098,0.91538,0.93295,0.87889,0.72315,0.89325,0.68463,0.91954,1.04361,0.92103,0.00074437,0.00074437,0.00074437
102,38.3034,1.07229,1.04874,1.0066,0.87889,0.72315,0.89325,0.68463,0.91954,1.04361,0.92103,0.000740704,0.000740704,0.000740704
103,38.6646,1.05467,0.94714,0.99154,0.87889,0.72315,0.89325,0.68463,0.91954,1.04361,0.92103,0.000737037,0.000737037,0.000737037
104,39.0511,0.93721,0.96706,0.96532,0.85235,0.78366,0.91933,0.69746,0.92661,0.99598,0.91904,0.000733371,0.000733371,0.000733371
105,39.4095,1.15489,0.99525,0.97754,0.85235,0.78366,0.91933,0.69746,0.92661,0.99598,0.91904,0.000729705,0.000729705,0.000729705
106,39.7668,0.89351,0.87341,0.95816,0.85235,0.78366,0.91933,0.69746,0.92661,0.99598,0.91904,0.000726038,0.000726038,0.000726038
107,40.1314,0.89873,0.92074,0.95982,0.85235,0.78366,0.91933,0.69746,0.92661,0.99598,0.91904,0.000722372,0.000722372,0.000722372
108,40.6166,0.97323,0.91562,0.92769,0.89477,0.83978,0.95954,0.71498,0.9257,0.97334,0.91914,0.000718706,0.000718706,0.000718706
109,40.9825,0.96691,0.917,0.93753,0.89477,0.83978,0.95954,0.71498,0.9257,0.97334,0.91914,0.00071504,0.00071504,0.00071504
110,41.3466,0.94087,0.86982,0.92459,0.89477,0.83978,0.95954,0.71498,0.9257,0.97334,0.91914,0.000711373,0.000711373,0.000711373
111,41.7167,1.12065,1.03856,0.91742,0.89477,0.83978,0.95954,0.71498,0.9257,0.97334,0.91914,0.000707707,0.000707707,0.000707707
112,42.0907,0.90679,0.89212,0.95634,0.83577,0.87758,0.96577,0.74622,0.87209,0.94484,0.90647,0.000704041,0.000704041,0.000704041
113,42.4474,1.01087,0.89705,0.95615,0.83577,0.87758,0.96577,0.74622,0.87209,0.94484,0.90647,0.000700374,0.000700374,0.000700374
114,42.8198,0.86615,0.8347,0.9235,0.83577,0.87758,0.96577,0.74622,0.87209,0.94484,0.90647,0.000696708,0.000696708,0.000696708
115,43.1775,1.03646,0.87949,0.96272,0.83577,0.87758,0.96577,0.74622,0.87209,0.94484,0.90647,0.000693042,0.000693042,0.000693042
116,43.5569,0.93407,0.92502,0.96587,0.86446,0.80212,0.97153,0.75252,0.82957,0.94458,0.89261,0.000689376,0.000689376,0.000689376
117,43.9175,0.99355,0.92088,0.97956,0.86446,0.80212,0.97153,0.75252,0.82957,0.94458,0.89261,0.000685709,0.000685709,0.000685709
118,44.2785,1.12793,1.13332,0.95452,0.86446,0.80212,0.97153,0.75252,0.82957,0.94458,0.89261,0.000682043,0.000682043,0.000682043
119,44.6413,0.99435,0.85432,0.92447,0.86446,0.80212,0.97153,0.75252,0.82957,0.94458,0.89261,0.000678377,0.000678377,0.000678377
120,45.0132,1.02238,0.94414,0.95986,0.87724,0.7823,0.97364,0.74507,0.86318,0.98231,0.89551,0.00067471,0.00067471,0.00067471
121,45.3587,0.88927,0.79918,0.93172,0.87724,0.7823,0.97364,0.74507,0.86318,0.98231,0.89551,0.000671044,0.000671044,0.000671044
122,45.7059,0.97865,0.86641,0.94659,0.87724,0.7823,0.97364,0.74507,0.86318,0.98231,0.89551,0.000667378,0.000667378,0.000667378
123,46.0519,1.09055,0.88834,0.99258,0.87724,0.7823,0.97364,0.74507,0.86318,0.98231,0.89551,0.000663711,0.000663711,0.000663711
124,46.4102,0.99475,0.88543,0.92097,0.90255,0.78383,0.97271,0.76131,0.82027,1.01407,0.88559,0.000660045,0.000660045,0.000660045
125,46.8867,0.9679,0.85582,0.92104,0.90255,0.78383,0.97271,0.76131,0.82027,1.01407,0.88559,0.000656379,0.000656379,0.000656379
126,47.2494,0.9412,0.84872,0.93342,0.90255,0.78383,0.97271,0.76131,0.82027,1.01407,0.88559,0.000652712,0.000652712,0.000652712
127,47.6089,0.95383,0.91636,0.92574,0.90255,0.78383,0.97271,0.76131,0.82027,1.01407,0.88559,0.000649046,0.000649046,0.000649046
128,47.9895,0.89388,0.85354,0.93555,0.86357,0.84386,0.96609,0.76911,0.80469,0.97679,0.88525,0.00064538,0.00064538,0.00064538
129,48.3415,0.9602,0.87853,0.95115,0.86357,0.84386,0.96609,0.76911,0.80469,0.97679,0.88525,0.000641714,0.000641714,0.000641714
130,48.702,0.94569,0.86188,0.9537,0.86357,0.84386,0.96609,0.76911,0.80469,0.97679,0.88525,0.000638047,0.000638047,0.000638047
131,49.0658,0.87674,0.7929,0.94003,0.86357,0.84386,0.96609,0.76911,0.80469,0.97679,0.88525,0.000634381,0.000634381,0.000634381
132,49.4395,0.9579,0.91035,0.93882,0.89698,0.82869,0.97324,0.76019,0.80358,0.94436,0.88524,0.000630715,0.000630715,0.000630715
133,49.7902,1.04446,0.97961,0.92137,0.89698,0.82869,0.97324,0.76019,0.80358,0.94436,0.88524,0.000627048,0.000627048,0.000627048
134,50.1235,0.86088,0.88461,0.92169,0.89698,0.82869,0.97324,0.76019,0.80358,0.94436,0.88524,0.000623382,0.000623382,0.000623382
135,50.468,1.01559,0.83486,0.93215,0.89698,0.82869,0.97324,0.76019,0.80358,0.94436,0.88524,0.000619716,0.000619716,0.000619716
136,50.8352,1.00263,0.90077,0.9594,0.86042,0.89115,0.97702,0.7625,0.77985,0.88182,0.88159,0.000616049,0.000616049,0.000616049
137,51.1823,0.97424,0.88811,0.88985,0.86042,0.89115,0.97702,0.7625,0.77985,0.88182,0.88159,0.000612383,0.000612383,0.000612383
138,51.5243,0.9292,0.86412,0.93518,0.86042,0.89115,0.97702,0.7625,0.77985,0.88182,0.88159,0.000608717,0.000608717,0.000608717
139,51.8732,0.90726,0.79427,0.92881,0.86042,0.89115,0.97702,0.7625,0.77985,0.88182,0.88159,0.000605051,0.000605051,0.000605051
140,52.2328,0.86588,0.83039,0.92421,0.87356,0.91109,0.98072,0.7984,0.73754,0.7973,0.87487,0.000601384,0.000601384,0.000601384
141,52.7073,0.9584,0.92848,0.90048,0.87356,0.91109,0.98072,0.7984,0.73754,0.7973,0.87487,0.000597718,0.000597718,0.000597718
142,53.0786,0.91542,0.94005,0.91421,0.87356,0.91109,0.98072,0.7984,0.73754,0.7973,0.87487,0.000594052,0.000594052,0.000594052
143,53.4289,0.81146,0.78444,0.8757,0.87356,0.91109,0.98072,0.7984,0.73754,0.7973,0.87487,0.000590385,0.000590385,0.000590385
144,53.8055,0.87937,0.87064,0.91534,0.94806,0.87427,0.98318,0.81825,0.7302,0.71461,0.87161,0.000586719,0.000586719,0.000586719
145,54.1687,0.91193,0.78914,0.91343,0.94806,0.87427,0.98318,0.81825,0.7302,0.71461,0.87161,0.000583053,0.000583053,0.000583053
146,54.5322,0.8091,0.96112,0.95177,0.94806,0.87427,0.98318,0.81825,0.7302,0.71461,0.87161,0.000579386,0.000579386,0.000579386
147,54.8934,0.89776,0.83867,0.90705,0.94806,0.87427,0.98318,0.81825,0.7302,0.71461,0.87161,0.00057572,0.00057572,0.00057572
148,55.2718,0.83873,0.75214,0.89135,0.92986,0.91157,0.98451,0.80422,0.73921,0.69685,0.87213,0.000572054,0.000572054,0.000572054
149,55.6113,0.80629,0.74104,0.91233,0.92986,0.91157,0.98451,0.80422,0.73921,0.69685,0.87213,0.000568388,0.000568388,0.000568388
150,55.9556,0.78937,0.76536,0.89202,0.92986,0.91157,0.98451,0.80422,0.73921,0.69685,0.87213,0.000564721,0.000564721,0.000564721
151,56.3016,0.8623,0.7335,0.9127,0.92986,0.91157,0.98451,0.80422,0.73921,0.69685,0.87213,0.000561055,0.000561055,0.000561055
152,56.6546,0.87785,0.93122,0.95764,0.94532,0.91261,0.98501,0.8058,0.76156,0.68878,0.87828,0.000557389,0.000557389,0.000557389
153,56.9999,0.84239,0.74384,0.88953,0.94532,0.91261,0.98501,0.8058,0.76156,0.68878,0.87828,0.000553722,0.000553722,0.000553722
154,57.3424,0.86464,0.81625,0.97372,0.94532,0.91261,0.98501,0.8058,0.76156,0.68878,0.87828,0.000550056,0.000550056,0.000550056
155,57.6858,0.89981,0.89161,0.96803,0.94532,0.91261,0.98501,0.8058,0.76156,0.68878,0.87828,0.00054639,0.00054639,0.00054639
156,58.0364,0.99255,0.81574,0.95562,0.96542,0.93111,0.98724,0.81781,0.73471,0.69121,0.87516,0.000542723,0.000542723,0.000542723
157,58.3925,0.85228,0.74423,0.92402,0.96542,0.93111,0.98724,0.81781,0.73471,0.69121,0.87516,0.000539057,0.000539057,0.000539057
158,58.8678,0.96628,0.9302,0.8951,0.96542,0.93111,0.98724,0.81781,0.73471,0.69121,0.87516,0.000535391,0.000535391,0.000535391
159,59.2363,0.91787,0.88046,0.90774,0.96542,0.93111,0.98724,0.81781,0.73471,0.69121,0.87516,0.000531725,0.000531725,0.000531725
160,59.6215,1.06359,1.11729,0.92195,0.94193,0.96353,0.98947,0.83089,0.69087,0.66889,0.86451,0.000528058,0.000528058,0.000528058
161,59.9826,0.85651,0.77805,0.91837,0.94193,0.96353,0.98947,0.83089,0.69087,0.66889,0.86451,0.000524392,0.000524392,0.000524392
162,60.3281,0.80297,0.81108,0.95048,0.94193,0.96353,0.98947,0.83089,0.69087,0.66889,0.86451,0.000520726,0.000520726,0.000520726
163,60.6872,0.79065,0.69274,0.90555,0.94193,0.96353,0.98947,0.83089,0.69087,0.66889,0.86451,0.000517059,0.000517059,0.000517059
164,61.0818,0.85247,0.76054,0.89944,0.94963,0.9765,0.9905,0.82588,0.7019,0.65632,0.86433,0.000513393,0.000513393,0.000513393
165,61.4248,0.85668,0.76228,0.93734,0.94963,0.9765,0.9905,0.82588,0.7019,0.65632,0.86433,0.000509727,0.000509727,0.000509727
166,61.7726,0.88962,0.71094,0.92556,0.94963,0.9765,0.9905,0.82588,0.7019,0.65632,0.86433,0.00050606,0.00050606,0.00050606
167,62.1206,0.89886,0.7426,0.91452,0.94963,0.9765,0.9905,0.82588,0.7019,0.65632,0.86433,0.000502394,0.000502394,0.000502394
168,62.4743,0.83458,0.72693,0.90245,0.93973,0.98519,0.99104,0.82741,0.70522,0.64756,0.86677,0.000498728,0.000498728,0.000498728
169,62.8125,0.76634,0.75552,0.90363,0.93973,0.98519,0.99104,0.82741,0.70522,0.64756,0.86677,0.000495062,0.000495062,0.000495062
170,63.1456,0.80588,0.77188,0.8997,0.93973,0.98519,0.99104,0.82741,0.70522,0.64756,0.86677,0.000491395,0.000491395,0.000491395
171,63.485,0.90984,0.83257,0.8944,0.93973,0.98519,0.99104,0.82741,0.70522,0.64756,0.86677,0.000487729,0.000487729,0.000487729
172,63.8513,0.89904,0.91374,1.00581,0.94548,0.98954,0.99231,0.83639,0.71003,0.64975,0.86789,0.000484063,0.000484063,0.000484063
173,64.2066,0.78997,0.89637,0.94609,0.94548,0.98954,0.99231,0.83639,0.71003,0.64975,0.86789,0.000480396,0.000480396,0.000480396
174,64.5702,0.8665,0.77717,0.88965,0.94548,0.98954,0.99231,0.83639,0.71003,0.64975,0.86789,0.00047673,0.00047673,0.00047673
175,65.0383,0.79093,0.7083,0.92349,0.94548,0.98954,0.99231,0.83639,0.71003,0.64975,0.86789,0.000473064,0.000473064,0.000473064
176,65.4143,0.77544,0.69628,0.89146,0.96131,0.97619,0.99254,0.83682,0.671,0.64603,0.85637,0.000469397,0.000469397,0.000469397
177,65.7813,0.80651,0.77592,0.89877,0.96131,0.97619,0.99254,0.83682,0.671,0.64603,0.85637,0.000465731,0.000465731,0.000465731
178,66.144,0.81328,0.71666,0.92377,0.96131,0.97619,0.99254,0.83682,0.671,0.64603,0.85637,0.000462065,0.000462065,0.000462065
179,66.5029,0.72512,0.71028,0.91105,0.96131,0.97619,0.99254,0.83682,0.671,0.64603,0.85637,0.000458399,0.000458399,0.000458399
180,66.8763,0.82054,0.76842,0.90687,0.97691,0.96384,0.99215,0.83519,0.65436,0.65002,0.8531,0.000454732,0.000454732,0.000454732
181,67.2239,0.91338,0.80343,0.8822,0.97691,0.96384,0.99215,0.83519,0.65436,0.65002,0.8531,0.000451066,0.000451066,0.000451066
182,67.5562,0.78308,0.71026,0.9182,0.97691,0.96384,0.99215,0.83519,0.65436,0.65002,0.8531,0.0004474,0.0004474,0.0004474
183,67.8907,0.78577,0.70329,0.88155,0.97691,0.96384,0.99215,0.83519,0.65436,0.65002,0.8531,0.000443733,0.000443733,0.000443733
