epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.62604,1.13752,0.94915,0.99324,0.9301,0.87706,0.94664,0.725,0.91144,0.64065,0.94311,3.333e-05,3.333e-05,3.333e-05
2,4.42264,1.03583,0.88619,0.99317,0.93271,0.89033,0.94683,0.70844,0.92185,0.71317,0.9467,7.64868e-05,7.64868e-05,7.64868e-05
3,6.27154,1.01776,0.77362,0.96931,0.92027,0.87135,0.93697,0.6882,0.96314,0.95673,0.96175,0.000118177,0.000118177,0.000118177
4,8.0964,0.98951,0.74747,0.95281,0.92488,0.85618,0.93515,0.69213,0.96229,0.89377,0.95988,0.000158401,0.000158401,0.000158401
5,10.0154,1.01853,0.75728,0.96494,0.92921,0.85711,0.94115,0.69643,0.95971,0.78448,0.95822,0.000197158,0.000197158,0.000197158
6,11.9126,1.00096,0.77204,0.98001,0.93595,0.86513,0.94397,0.68884,0.99918,0.73213,0.96966,0.000234449,0.000234449,0.000234449
7,14.0752,0.98566,0.76748,0.98004,0.93734,0.87737,0.94876,0.6956,0.97291,0.68,0.96256,0.000270273,0.000270273,0.000270273
8,16.2827,1.01523,0.75982,0.97408,0.94538,0.87293,0.94775,0.70077,0.95455,0.66474,0.95193,0.000304631,0.000304631,0.000304631
9,18.5483,1.03927,0.79249,0.97814,0.93494,0.88759,0.94488,0.69446,0.97787,0.67541,0.95628,0.000337522,0.000337522,0.000337522
10,20.6276,1.02678,0.76138,0.98126,0.90012,0.88531,0.93527,0.67276,0.99245,0.68768,0.96334,0.000368946,0.000368946,0.000368946
11,22.6644,1.00087,0.75971,0.98848,0.9273,0.85787,0.93274,0.67259,0.99069,0.68725,0.96236,0.000398905,0.000398905,0.000398905
12,24.9595,1.08825,0.79453,0.9815,0.94127,0.85621,0.94054,0.68052,0.99573,0.68063,0.96177,0.000427396,0.000427396,0.000427396
13,26.9962,1.06464,0.77614,1.00272,0.92385,0.87254,0.94029,0.67537,1.0197,0.68553,0.96606,0.000454421,0.000454421,0.000454421
14,29.3296,1.09729,0.83196,0.99584,0.92839,0.87941,0.94497,0.6846,0.9991,0.67453,0.95844,0.00047998,0.00047998,0.00047998
